,0
0,101.7377
1,104.0197
2,102.8182
3,102.6166
4,102.7376
5,100.9716
6,103.1004
7,102.2695
8,102.6179
9,101.443
10,108.0141
11,108.0465
12,108.0546
13,106.9284
14,107.7305
15,107.7549
16,108.0709
17,109.3105
18,111.7656
19,111.5306
20,112.9891
21,113.1268
22,112.2436
23,112.4138
24,111.9924
25,111.8142
26,112.349
27,111.3199
28,112.2436
29,112.2274
30,111.4658
31,111.2632
32,113.4347
33,114.1639
34,115.8573
35,116.1004
36,114.9255
37,114.0424
38,115.12
39,113.4428
40,113.4023
41,113.6859
42,113.7507
43,112.6082
44,111.8709
45,111.8729
46,111.1174
47,109.8777
48,113.0863
49,110.8257
50,111.0445
51,109.6913
52,106.1587
53,103.8333
54,106.345
55,107.9898
56,112.2112
57,116.5217
58,118.2152
59,118.9849
60,118.8634
61,122.9551
62,127.9462
63,128.5377
64,133.3344
65,131.325
66,130.1987
67,130.7011
68,129.6153
69,131.3169
70,130.9459
71,132.6294
72,131.564
73,131.8406
74,131.0191
75,127.6115
76,129.2381
77,131.1655
78,131.6779
79,134.6626
80,132.5644
81,133.4264
82,132.361
83,134.1909
84,134.2885
85,136.3054
86,137.6718
87,136.2567
88,135.5572
89,137.7612
90,138.5176
91,137.444
92,135.5735
93,132.6782
94,134.0039
95,128.2377
96,129.6854
97,135.0855
98,137.3708
99,136.8829
100,134.1177
101,127.3025
102,131.8812
103,133.2394
104,132.3123
105,131.4827
106,130.2547
107,128.0344
108,129.1323
109,125.3181
110,129.8033
111,129.1161
112,127.0503
113,129.2218
114,124.3259
115,126.9934
116,123.968
117,129.482
118,126.3672
119,128.6362
120,129.9619
121,129.8155
122,128.929
123,128.7582
124,125.9687
125,126.5054
126,124.765
127,125.0497
128,122.0975
129,123.8542
130,125.5051
131,121.9918
132,123.0322
133,125.3211
134,126.5719
135,125.5827
136,125.501
137,126.0732
138,127.5038
139,127.8799
140,129.2206
141,129.9808
142,128.9671
143,129.5557
144,130.0626
145,130.2179
146,130.3078
147,129.2042
148,130.7983
149,129.5721
150,126.5882
151,124.9696
152,125.9915
153,126.1059
154,125.3048
155,128.9426
156,132.6377
157,133.2263
158,137.0685
159,139.3002
160,138.074
161,135.7523
162,135.7032
163,129.85
164,131.8283
165,134.4852
166,133.5124
167,130.2833
168,128.4439
169,126.5474
170,127.2177
171,128.9017
172,131.8038
