,0
0,51.8988
1,51.8137
2,52.2137
3,51.4137
4,51.5924
5,51.0988
6,51.7286
7,51.8137
8,51.9158
9,52.2392
10,52.6818
11,51.7371
12,52.6562
13,52.7754
14,53.2775
15,53.286
16,53.1499
17,53.4307
18,53.3031
19,52.9286
20,52.9116
21,53.8307
22,54.3499
23,54.401
24,54.052
25,54.0435
26,54.5627
27,54.469
28,53.4307
29,53.7371
30,53.3626
31,53.1499
32,53.9244
33,53.618
34,53.9158
35,53.7882
36,52.7243
37,52.3669
38,52.8435
39,51.9158
40,51.8392
41,52.3328
42,51.7541
43,51.2775
44,51.9161
45,52.267
46,51.4027
47,50.8037
48,51.5738
49,50.0421
50,49.9993
51,50.4443
52,49.0581
53,48.6987
54,50.0849
55,50.1876
56,51.3342
57,52.1386
58,52.0616
59,54.0554
60,54.5175
61,54.0982
62,54.817
63,54.3806
64,54.8598
65,54.3549
66,52.2926
67,51.822
68,51.7535
69,53.3366
70,52.8745
71,53.8158
72,53.6276
73,54.4405
74,54.5004
75,53.4222
76,53.9955
77,54.7229
78,53.8757
79,54.894
80,55.3818
81,55.339
82,54.6373
83,55.0823
84,55.8096
85,55.6043
86,55.7326
87,56.169
88,55.3219
89,55.6385
90,55.0138
91,55.3475
92,55.2534
93,55.0138
94,54.5517
95,53.8073
96,53.9613
97,54.7058
98,56.3915
99,56.9221
100,57.889
101,58.565
102,58.1885
103,58.1115
104,57.8548
105,58.5479
106,58.5222
107,58.6848
108,57.5211
109,57.1873
110,57.9917
111,59.0024
112,59.0712
113,59.0454
114,57.7814
115,58.8132
116,57.8158
117,60.1976
118,60.3008
119,60.0342
120,61.6421
121,61.1348
122,60.8253
123,61.4443
124,60.3523
125,60.4555
126,61.2724
127,61.5389
128,61.8399
129,61.7625
130,61.3326
131,59.888
132,59.8708
133,60.6619
134,61.6077
135,61.5733
136,61.41
137,61.6937
138,61.2724
139,61.3068
140,60.7479
141,61.1348
142,60.9026
143,61.2294
144,60.9972
145,60.4383
146,61.7281
147,61.0574
148,61.7109
149,61.9603
150,61.1692
151,60.7823
152,61.109
153,61.4185
154,62.2999
155,62.8803
156,62.9061
157,63.7573
158,65.5114
159,65.9413
160,65.8209
161,66.4658
162,65.8037
163,65.1589
164,65.0815
165,65.9757
166,66.4228
167,66.0875
168,64.9267
169,64.9138
170,65.6743
171,65.3545
172,65.294
173,66.0804
174,66.0545
175,65.5014
176,64.8188
177,65.6397
178,65.2076
179,65.536
180,66.0113
181,65.6915
182,65.9249
183,65.32
184,65.6051
185,64.3953
186,63.367
187,62.5288
188,62.0881
189,61.9844
190,61.5955
191,60.524
192,60.7228
193,61.777
194,61.1548
195,60.3425
196,61.0511
197,61.6906
198,62.1572
199,61.7511
200,62.9177
201,62.6757
202,64.4385
203,63.5744
204,67.5321
205,66.8149
206,66.6767
207,65.9853
208,65.536
209,65.1298
210,64.7756
211,64.1879
212,64.5336
213,63.9978
214,63.73
215,63.7559
216,64.0151
217,63.6263
218,62.7794
219,62.6066
220,63.0386
221,63.0646
222,62.8831
223,63.7386
224,61.9239
225,62.3128
226,62.1918
227,63.0127
228,62.3819
229,62.1227
230,63.0819
231,63.0041
232,61.5253
233,61.9596
234,61.6816
235,61.2559
236,62.3419
237,62.9153
238,63.7666
239,64.3748
240,64.1576
241,64.0446
242,63.758
243,63.7319
244,62.3853
245,62.5069
246,64.4356
247,63.5321
248,62.7763
249,62.8718
250,63.8361
251,64.062
252,64.3226
253,64.6354
254,65.0524
255,64.592
256,64.0273
257,63.3323
258,63.4278
259,62.6025
260,62.7676
261,62.6286
262,62.8805
263,63.8448
264,63.5408
265,63.1238
266,61.2559
267,58.4585
268,59.4837
269,57.6854
270,59.2231
271,59.6487
272,59.5271
273,57.8157
274,57.8244
275,58.3022
276,57.2857
277,57.5029
278,58.1371
279,56.8513
280,56.6081
281,57.1641
282,57.5985
283,58.2066
284,59.0667
285,58.5889
286,58.6844
287,57.7896
288,57.5898
289,56.8427
290,57.2423
291,55.4092
292,52.551
293,53.2286
294,53.4285
295,52.8602
296,55.3162
297,55.4648
298,54.0139
299,54.7306
300,55.1326
301,55.29
302,55.255
303,55.054
304,54.2237
305,56.4699
306,56.9943
307,57.475
308,57.3963
309,56.8107
310,54.6869
311,56.4262
312,56.1727
313,56.9593
314,57.9295
315,58.6112
316,59.5639
317,60.2281
318,60.4117
319,60.4029
320,59.7125
321,59.4065
322,59.2055
323,59.9921
324,58.2354
325,58.0256
326,58.6112
327,58.8384
328,59.8785
329,60.2543
330,59.3891
331,59.3454
332,59.4502
333,59.8173
334,60.0271
335,60.1407
336,60.1145
337,60.2806
338,60.0533
339,58.4539
340,59.8523
341,59.9921
342,59.4677
343,59.5464
344,58.8559
345,59.0569
346,59.3541
347,60.2631
348,60.0795
349,59.9397
350,61.172
351,62.4044
352,62.6491
353,62.6666
354,62.2121
355,62.7278
356,62.8152
357,62.4131
358,61.3556
359,61.8713
360,61.1808
361,60.0621
362,59.759
363,59.4513
364,60.3566
365,59.9172
366,58.8185
367,57.2628
368,58.4493
369,56.9815
370,57.2276
371,57.2716
372,57.9923
373,57.8605
374,57.9044
375,58.3878
376,56.6036
377,57.711
378,57.2188
379,56.542
380,56.1817
381,56.1114
382,54.0898
383,52.5429
384,53.3603
385,53.8437
386,54.2744
387,54.5996
388,56.0498
389,56.8145
390,57.9396
391,58.7394
392,58.5812
393,57.6583
394,58.4318
395,58.7394
396,59.0734
397,59.592
398,59.9523
399,59.5041
400,61.2619
401,60.5412
402,60.8137
403,60.3215
404,60.6818
405,60.427
406,61.6487
407,60.9016
408,60.8576
409,61.0949
410,60.8488
411,61.6487
412,61.3762
413,61.5344
414,61.0334
415,61.5784
416,61.7629
417,63.1868
418,63.2747
419,62.5628
420,63.9264
421,63.0779
422,63.131
423,64.2181
424,64.1562
425,64.0855
426,64.4213
427,64.8367
428,64.766
429,65.4642
430,65.7559
431,66.348
432,65.6233
433,66.2243
434,66.4099
435,66.6751
436,66.7634
437,66.7634
438,66.5867
439,66.622
440,66.8076
441,65.8885
442,65.8443
443,66.3746
444,66.4364
445,66.9049
446,67.7445
447,67.3998
448,67.4351
449,66.9667
450,67.17
451,67.877
452,67.2672
453,67.6826
454,67.5147
455,67.6296
456,67.6826
457,68.6548
458,68.3455
459,68.372
460,68.372
461,67.877
462,68.0626
463,69.1144
464,68.2924
465,68.7167
466,68.9465
467,69.6358
468,69.2028
469,68.2306
470,67.5412
471,68.4957
472,67.3114
473,68.1687
474,67.8152
475,69.0967
476,69.0172
477,70.776
478,68.8758
479,69.3795
480,68.7078
481,69.8303
482,70.7053
483,71.8439
484,72.0126
485,71.8616
486,72.1103
487,72.6343
488,73.407
489,73.7357
490,74.0465
491,74.2241
492,74.4373
493,74.1176
494,73.7978
495,74.162
496,74.0376
497,74.8015
498,75.1922
499,74.9702
500,75.059
501,74.757
502,75.6008
503,76.8265
504,76.5334
505,75.8317
506,76.258
507,76.4357
508,76.1426
509,75.6275
510,75.814
511,76.0538
512,76.2225
513,76.2136
514,76.0715
515,75.6719
516,75.0857
517,75.3521
518,75.361
519,75.7607
520,75.0324
521,73.8156
522,74.0998
523,73.7179
524,74.8459
525,73.4159
526,73.6557
527,73.4248
528,73.7268
529,74.011
530,74.6949
531,74.0199
532,71.5863
533,72.4922
534,73.1939
535,72.9274
536,73.6557
537,74.0021
538,74.2241
539,73.9311
540,75.5653
541,75.9827
542,75.4054
543,75.0679
544,75.3876
545,75.2544
546,74.5482
547,75.1372
548,75.0747
549,74.7624
550,74.7802
551,75.3602
552,75.851
553,75.3335
554,74.4679
555,73.7897
556,74.682
557,74.1734
558,74.7802
559,74.7267
560,73.7629
561,75.1728
562,75.3156
563,74.7891
564,73.7629
565,71.8086
566,71.0769
567,72.0496
568,72.8705
569,71.9157
570,72.4779
571,72.5761
572,73.3524
