,0
0,30.5076
1,30.703
2,31.0012
3,29.5032
4,29.1364
5,28.6805
6,29.2667
7,29.2461
8,29.7192
9,29.7843
10,29.4449
11,29.3867
12,29.774
13,29.63
14,30.1648
15,29.9248
16,30.1099
17,30.0345
18,29.918
19,29.6335
20,29.7774
21,29.6712
22,29.678
23,29.678
24,29.6883
25,29.4587
26,29.4004
27,29.7397
28,30.0037
29,30.0722
30,30.1648
31,29.63
32,29.3455
33,29.8391
34,30.0654
35,29.9625
36,29.1673
37,28.9788
38,28.9205
39,28.7114
40,28.5606
41,28.9068
42,28.8074
43,28.1561
44,28.115
45,28.3583
46,28.444
47,27.7413
48,28.067
49,27.402
50,26.9255
51,26.6993
52,25.4772
53,24.8003
54,25.9828
55,26.1457
56,26.4799
57,27.08
58,27.3303
59,27.3907
60,27.244
61,28.0293
62,28.3054
63,28.875
64,29.1856
65,29.0389
66,29.1339
67,29.4359
68,29.1856
69,28.8491
70,28.7628
71,29.0993
72,29.0217
73,28.875
74,28.5816
75,28.5384
76,29.0476
77,29.1339
78,29.5653
79,29.6862
80,31.0065
81,30.6872
82,30.4801
83,29.8933
84,29.8501
85,29.6689
86,29.9105
87,29.8329
88,30.0227
89,29.7725
90,28.9872
91,28.7455
92,28.5039
93,28.5557
94,28.1414
95,28.0897
96,28.1501
97,29.108
98,29.5308
99,30.04
100,29.4273
101,32.4822
102,33.0345
103,32.3355
104,31.9299
105,32.1888
106,31.3172
107,31.0842
108,30.7649
109,30.9979
110,31.0238
111,31.1446
112,31.1791
113,30.4715
114,30.2557
115,30.3938
116,30.6786
117,31.2309
118,30.9202
119,31.1187
120,30.9979
121,30.9116
122,30.8425
123,31.1705
124,31.2481
125,31.2568
126,30.808
127,30.7821
128,30.8253
129,31.5847
130,31.4207
131,31.1964
132,31.1705
133,30.9202
134,30.9979
135,30.9288
136,30.9547
137,31.4639
138,31.6192
139,31.1705
140,31.3517
141,31.3862
142,31.2827
143,31.3258
144,31.671
145,31.6624
146,30.1004
147,29.9796
148,30.2212
149,29.9278
150,29.4359
151,28.9699
152,28.78
153,29.3582
154,28.8491
155,29.0562
156,28.8491
157,28.7542
158,29.4618
159,29.3065
160,29.8501
161,30.1263
162,30.1867
163,29.3065
164,29.4704
165,29.2029
166,29.0907
167,29.3841
168,29.5136
169,29.5136
170,29.6689
171,30.3334
172,30.0141
173,29.9882
174,29.9796
175,30.1176
176,30.0938
177,29.9978
178,29.8495
179,29.9804
180,29.9716
181,30.7654
182,30.5822
183,31.0271
184,31.1405
185,30.6433
186,30.5561
187,29.8146
188,30.1199
189,30.5125
190,29.9978
191,29.7187
192,29.5966
193,30.5125
194,30.8003
195,30.6433
196,30.7131
197,30.7654
198,30.9573
199,30.8875
200,30.8875
201,30.5561
202,31.1841
203,30.7567
204,30.5822
205,30.7741
206,31.0533
207,31.1143
208,31.0271
209,30.7131
210,30.9486
211,30.6084
212,29.8582
213,29.6925
214,29.5442
215,29.8059
216,30.0065
217,29.6925
218,29.614
219,29.5966
220,29.4134
221,29.5791
222,30.0414
223,30.1025
